good,dirty,wait,lastyear,usa
1,0,1.59,1,0
1,0,5.24,1,1
1,0,5.24,1,1
1,0,0.77,1,1
1,0,1.24,2,1
1,0,0.72,2,1
1,0,0.86,4,1
1,0,0.97,1,1
1,0,1.06,11,1
1,0,0.72,1,1
1,0,0.72,5,1
0,0,3.71,3,1
1,0,0.72,2,1
0,0,5.24,3,1
1,0,0.72,2,1
1,0,2.06,1,1
0,0,4.82,1,1
1,0,4.82,1,1
0,0,1.01,2,1
1,0,2.44,1,1
1,0,0.69,1,1
1,0,0.94,1,1
1,0,4.72,6,1
1,0,5.21,1,1
1,0,0.69,1,1
1,0,1.21,1,1
1,0,4.47,2,1
0,0,5.04,22,1
0,0,0.36,1,1
0,0,5.21,2,1
1,1,0.44,4,1
1,1,4.47,47,1
1,0,0.69,2,1
1,0,5.21,14,1
0,0,0.81,1,1
1,0,4.94,2,1
1,1,0.67,70,1
0,1,0.51,11,1
1,0,1.17,1,1
1,0,1.01,10,1
1,0,0.42,19,1
1,0,4.81,1,1
0,0,5.19,7,1
1,0,0.67,3,1
0,1,5.36,2,1
1,0,5.36,1,1
1,0,0.67,6,1
0,0,0.71,4,0
1,0,0.46,1,0
1,0,1.64,2,0
1,1,0.71,2,0
1,0,5.22,1,0
0,0,0.79,1,0
1,0,1.44,1,0
0,0,0.71,5,0
0,0,2.07,1,0
1,0,0.71,2,0
0,0,1.64,2,0
0,0,1.91,3,1
1,0,1.57,2,1
1,0,1.01,1,1
0,0,5.27,3,1
1,0,1.27,5,1
1,0,1.27,1,1
0,0,0.76,1,1
1,0,2.49,3,1
1,0,0.76,1,1
1,0,1.27,3,1
1,0,0.51,4,1
1,0,0.76,3,1
1,0,0.76,10,1
1,0,0.49,5,1
0,0,4.39,1,1
0,0,5.26,3,1
0,0,0.82,2,1
1,0,0.82,1,1
0,0,5.09,55,1
1,0,1.07,1,1
0,0,1.97,69,1
1,0,0.57,5,1
1,0,5.34,1,1
1,0,0.82,2,1
0,1,1.56,2,1
1,0,4.21,2,1
0,0,0.82,1,1
0,2,2.17,9,1
0,0,0.82,60,1
1,0,0.82,1,1
1,0,0.57,2,1
1,0,1.74,1,1
1,0,1.74,1,1
0,0,5.16,2,1
1,0,3.36,2,1
1,0,4.56,2,1
0,0,0.97,1,1
0,0,2.29,1,1
1,0,3.99,6,1
0,0,1.24,5,1
0,0,4.99,11,1
0,0,0.47,9,1
0,0,0.47,5,1
0,0,0.47,1,1
0,0,4.99,2,1
0,0,1.46,2,1
1,0,2.46,2,1
0,0,1.51,1,0
0,0,1.92,1,0
1,0,1.02,3,0
1,0,0.52,60,0
1,0,0.69,1,0
1,0,1.02,2,0
0,0,4.14,1,0
1,1,1.51,4,0
1,0,2.36,1,0
1,0,1.51,2,0
0,0,1.92,2,0
0,0,1.92,1,0
0,1,1.92,1,0
1,0,1.92,1,0
0,0,1.92,1,0
0,1,5.04,2,0
0,0,0.52,1,0
0,0,1.92,1,0
0,0,1.92,1,0
0,0,1.51,1,0
1,0,0.52,6,0
0,0,0.77,4,0
1,0,1.02,1,0
1,0,0.61,1,0
0,0,2.66,1,0
0,0,1.51,0,0
1,0,2.06,1,1
1,0,5.21,2,1
1,0,5.04,2,1
0,0,0.44,1,1
1,0,4.66,13,1
1,0,0.69,5,1
0,1,5.21,4,1
1,0,4.47,1,1
0,0,0.52,13,1
0,0,4.47,13,1
0,0,0.69,1,1
1,0,4.96,9,1
1,0,4.47,5,1
1,0,0.44,23,1
1,0,4.96,4,1
0,0,5.21,3,1
1,0,4.96,1,1
1,0,1.86,2,1
0,0,2.27,3,1
1,0,0.69,3,1
1,0,4.96,3,1
0,0,4.41,2,1
1,0,3.61,4,1
1,0,0.94,4,1
1,0,4.19,1,1
0,0,0.94,4,1
1,0,2.27,1,1
1,0,0.44,2,1
0,0,1.62,1,1
0,0,4.41,1,1
0,0,5.21,1,1
1,1,0.44,2,1
0,0,2.27,1,1
1,0,0.77,1,1
1,0,5.29,1,1
0,1,1.69,1,1
1,1,2.14,2,1
0,0,5.29,2,1
1,0,0.44,1,1
0,0,0.77,1,1
1,0,5.29,1,1
0,0,0.77,4,1
1,0,0.44,1,1
0,0,4.66,2,1
1,0,4.66,1,1
1,0,1.02,2,1
1,0,1.02,1,1
1,0,1.02,2,1
1,0,4.47,4,1
1,0,0.44,5,1
1,0,5.29,2,1
1,0,5.29,3,1
1,0,2.79,5,1
1,0,5.04,1,1
1,0,2.36,2,1
1,0,0.52,1,1
1,0,5.29,2,1
1,1,0.77,2,1
0,0,4.84,1,1
1,0,4.84,2,1
1,0,0.52,1,1
1,0,1.51,1,1
1,0,0.69,1,1
0,2,0.69,1,1
1,0,5.21,7,1
0,0,5.04,2,1
1,0,4.36,2,1
1,0,4.44,2,1
1,0,4.66,2,1
0,0,5.04,4,1
0,0,4.47,3,1
0,0,5.04,1,1
0,0,5.04,1,1
1,0,1.77,2,1
1,0,0.52,4,1
0,0,0.52,2,1
1,0,0.44,4,1
0,0,0.69,1,1
1,0,1.21,5,1
1,0,5.21,3,1
1,0,5.04,2,1
1,0,3.72,1,1
0,0,4.96,1,1
1,0,0.44,5,1
1,0,0.69,3,1
0,0,4.47,2,1
0,0,5.21,4,1
1,0,0.69,1,1
1,0,5.21,4,1
0,0,0.69,1,1
0,0,5.29,33,1
0,0,0.77,45,1
1,0,0.77,2,1
1,0,5.29,5,1
1,0,0.77,1,1
1,0,0.52,5,1
1,0,5.04,3,1
1,0,0.77,2,1
1,0,5.29,2,1
1,0,5.29,8,1
0,1,5.12,37,1
0,0,5.29,14,1
1,0,4.66,1,1
1,0,4.04,1,1
1,0,5.21,2,1
1,0,1.62,1,1
1,0,4.84,4,1
1,0,0.69,1,1
0,0,1.21,2,1
1,0,1.02,1,1
1,0,0.86,1,1
0,0,0.69,1,1
0,0,5.21,16,1
1,0,0.69,1,1
1,0,0.77,6,1
1,0,5.04,5,1
1,0,4.47,8,1
0,2,4.47,15,1
1,0,5.21,1,1
0,0,1.02,10,1
0,0,2.79,1,1
0,0,1.92,1,1
1,0,1.02,1,1
1,0,0.86,4,1
1,0,5.37,1,1
1,0,0.52,32,1
0,0,1.02,1,1
0,0,0.69,1,1
1,0,1.02,1,1
1,0,0.52,2,1
1,1,2.06,2,1
1,0,5.29,3,1
1,1,0.94,7,1
0,0,5.04,1,1
0,0,1.92,1,1
1,0,0.52,1,1
0,0,0.52,5,1
1,0,0.52,5,1
1,0,1.51,2,1
1,0,1.02,1,1
1,0,0.52,1,1
0,0,3.31,1,1
1,0,4.84,20,1
1,0,4.47,3,1
1,0,1.51,1,1
1,0,0.61,2,1
1,0,4.14,8,1
0,0,0.86,1,1
0,0,0.36,1,1
1,0,0.86,1,1
1,0,0.86,1,1
1,0,0.36,2,1
1,0,0.36,2,1
0,2,5.12,10,1
1,0,4.84,1,1
0,0,0.36,2,1
0,0,5.12,2,1
0,0,5.04,1,1
0,0,0.86,1,1
1,0,0.69,1,1
1,0,1.62,1,1
0,0,1.62,1,1
1,0,4.84,5,1
0,0,4.84,2,1
1,0,1.66,2,1
1,0,5.12,1,1
0,0,0.36,23,1
1,0,1.77,1,1
1,0,0.61,1,1
0,0,0.36,1,1
0,0,3.77,1,1
1,0,1.37,10,1
1,0,2.22,2,1
1,0,1.14,34,1
1,0,4.89,24,1
1,0,2.01,4,1
0,0,5.07,14,1
1,0,4.89,17,1
0,0,0.89,1,1
0,0,1.14,1,1
0,0,2.22,2,1
1,0,4.56,65,1
1,0,4.42,3,1
1,0,4.06,3,1
0,0,1.11,2,1
0,0,1.36,1,1
1,0,1.11,1,1
1,0,0.61,1,1
1,0,1.99,9,1
0,0,2.62,1,1
1,0,5.26,7,1
0,0,1.26,3,1
0,0,2.24,16,1
1,0,0.91,5,1
0,0,5.34,7,1
0,0,5.26,25,1
1,0,0.74,4,1
0,0,1.47,5,1
0,0,1.26,3,1
0,0,1.47,1,1
0,0,0.99,5,1
0,1,0.99,3,1
0,1,1.26,4,1
1,0,0.49,1,1
1,0,0.74,4,1
0,0,1.47,8,1
0,0,1.26,2,1
1,0,1.26,2,1
1,0,0.49,7,1
0,0,0.74,7,1
0,0,0.67,6,1
0,0,2.47,1,1
1,0,1.26,2,1
1,0,1.36,3,0
0,0,1.36,1,0
0,0,1.36,1,0
0,0,1.36,1,0
1,0,0.86,1,0
1,0,1.51,8,0
1,0,1.51,3,0
1,0,1.92,2,0
0,0,1.92,4,0
1,0,1.51,4,0
1,0,1.29,3,0
1,1,1.69,5,0
0,0,5.37,1,0
1,0,1.69,1,0
0,0,1.29,5,0
1,0,0.94,1,0
1,0,1.92,1,0
1,0,2.36,1,0
1,0,3.19,1,0
1,0,3.32,2,0
1,0,1.92,2,0
0,0,1.02,0,0
1,0,0.94,1,0
1,0,1.51,1,0
1,0,1.02,5,0
1,0,1.92,32,0
1,0,1.51,1,0
1,0,1.51,1,0
1,0,1.02,2,0
1,0,1.02,3,0
0,0,1.62,1,0
1,0,0.69,1,1
0,0,1.76,3,1
0,0,1.09,2,1
1,0,1.76,2,1
1,0,1.76,5,1
0,3,5.29,1,1
1,0,1.36,2,1
0,0,4.31,2,1
0,0,0.86,4,1
0,1,0.36,2,1
0,0,4.66,1,1
1,0,5.21,38,1
0,0,1.42,2,1
1,0,1.21,1,1
0,0,1.21,2,1
0,0,0.94,3,1
0,0,0.44,2,1
1,1,0.94,1,1
0,0,4.96,6,1
1,0,0.61,5,1
0,0,0.67,4,1
0,0,1.17,2,1
1,0,1.61,1,1
0,0,0.84,5,1
1,0,1.29,17,1
0,0,3.52,1,1
1,0,3.52,1,1
1,0,0.69,2,1
1,0,0.44,1,1
1,0,0.61,4,1
1,0,0.36,1,1
0,1,0.69,15,1
0,0,0.36,1,1
0,0,0.94,1,1
1,0,5.21,4,1
0,0,5.37,5,1
1,0,0.44,1,1
1,0,5.21,34,1
0,0,4.76,8,1
0,0,5.21,5,1
1,0,0.69,5,1
0,2,4.47,2,1
1,0,4.47,4,1
0,0,4.84,1,1
1,0,0.64,56,1
1,0,2.51,2,1
1,0,0.69,5,1
1,0,0.77,2,1
1,0,1.11,1,1
1,1,4.66,4,1
1,0,1.51,1,1
0,0,2.66,2,1
1,0,2.51,3,1
1,0,0.86,10,1
0,0,1.29,7,1
1,2,0.77,3,1
1,0,0.52,2,1
0,0,0.77,1,1
1,0,0.77,2,1
0,0,0.69,3,1
1,0,4.12,1,1
0,0,0.77,1,1
0,0,0.77,2,1
1,0,0.44,1,1
0,0,1.86,2,1
0,0,0.94,1,1
0,0,1.42,3,1
0,1,1.86,3,1
1,0,0.69,4,1
1,0,0.94,1,1
1,0,4.96,1,1
1,0,4.87,1,1
0,0,0.44,1,1
1,0,5.21,2,1
1,0,0.44,5,1
0,0,4.96,1,1
0,0,0.36,4,1
1,0,0.44,1,1
1,0,1.86,4,1
0,0,0.94,1,1
0,1,1.42,2,1
1,0,1.36,21,1
1,0,0.36,3,1
1,0,0.36,1,1
1,0,4.84,1,1
1,0,0.86,1,1
1,0,1.36,1,1
1,0,0.36,1,1
1,0,0.36,5,1
1,0,0.36,1,1
1,0,5.12,7,1
0,0,0.61,3,1
1,0,5.21,1,1
1,0,0.86,4,1
0,0,5.21,7,1
0,2,4.84,9,1
1,0,4.84,7,1
1,0,1.62,1,1
1,0,4.84,9,1
1,0,5.04,5,1
1,0,0.69,1,1
1,0,0.69,1,1
1,0,1.51,2,1
0,0,5.21,3,1
0,0,5.37,0,1
0,0,1.59,9,1
1,0,4.47,1,1
0,0,5.21,5,1
1,0,0.69,1,1
1,0,5.21,1,1
1,0,0.69,1,1
1,0,0.36,3,1
1,0,5.21,4,1
1,0,0.69,2,1
1,0,1.21,1,1
1,0,5.21,4,1
0,0,5.21,4,1
1,0,0.69,3,1
0,0,0.69,1,1
0,0,2.27,1,1
0,0,4.31,3,1
1,0,5.21,2,1
1,0,0.86,2,1
0,0,0.61,1,1
0,0,4.31,1,1
0,0,5.12,1,1
1,0,4.31,2,1
1,0,5.12,4,1
0,0,1.59,1,1
1,0,0.61,1,1
1,0,5.12,2,1
0,0,5.12,3,1
0,0,5.12,2,1
1,0,5.07,18,1
0,0,0.86,7,1
1,0,0.44,4,1
0,0,4.96,1,1
0,0,4.84,39,1
1,0,5.04,1,1
0,0,0.44,1,1
0,0,5.12,1,1
1,0,1.29,4,1
0,0,1.11,1,1
1,0,4.31,3,1
0,0,0.61,2,1
0,0,0.99,2,1
1,0,0.74,2,1
1,0,0.49,1,1
1,0,5.26,3,1
0,0,0.49,2,1
1,0,5.17,7,1
1,0,0.49,49,1
0,0,1.47,4,1
0,0,4.77,4,1
1,0,5.26,14,1
0,0,1.51,1,1
0,0,5.21,5,1
0,0,5.04,6,1
0,0,0.52,1,1
1,0,5.29,2,1
1,0,5.04,4,1
1,0,5.21,2,1
0,0,5.04,1,1
0,0,0.52,1,1
1,0,5.37,1,1
0,0,5.29,1,1
1,0,2.52,3,0
1,0,2.67,10,0
1,0,2.37,3,0
0,1,2.22,2,0
1,0,1.54,1,0
0,0,2.26,2,0
0,0,0.56,2,0
0,1,2.31,2,0
1,0,0.74,5,0
1,0,2.62,5,0
0,0,1.89,1,0
1,0,3.16,3,0
0,0,2.62,6,0
0,0,2.47,2,0
0,0,2.11,2,0
1,0,2.62,4,0
1,0,1.47,1,0
1,0,5.37,2,0
1,0,1.29,2,0
1,0,0.86,5,0
0,0,1.51,1,0
1,0,1.02,10,0
1,0,4.67,1,0
0,0,1.21,2,0
0,0,0.52,21,0
1,0,0.52,4,0
1,0,1.51,1,0
1,0,1.21,1,0
1,0,1.02,2,0
0,0,1.36,1,1
1,0,5.12,5,1
0,0,1.36,1,1
0,0,0.36,4,1
0,0,1.36,4,1
0,0,0.69,1,1
1,0,0.36,1,1
1,0,0.61,1,1
1,0,5.12,4,1
1,0,0.36,1,1
0,2,1.21,20,1
1,0,1.02,5,1
1,0,1.42,1,1
1,0,1.36,3,1
1,0,2.21,2,1
1,0,0.36,1,1
1,0,0.36,5,1
1,0,0.61,1,1
1,0,0.36,7,1
0,2,0.86,18,1
1,0,0.36,1,1
0,0,0.86,1,1
1,0,1.99,1,1
0,0,2.21,3,1
1,0,0.61,2,1
0,0,1.36,2,1
1,0,1.92,1,1
1,0,2.21,1,1
1,1,1.11,1,1
0,0,0.47,1,1
1,0,0.72,4,1
0,0,1.46,1,1
1,0,0.47,1,1
1,0,5.37,18,1
0,0,0.64,2,1
0,0,5.37,1,1
0,0,1.51,1,1
1,0,0.52,1,1
0,0,0.52,1,1
1,0,1.02,1,1
1,0,5.21,5,1
0,1,0.52,4,1
0,0,2.66,4,1
0,0,3.02,2,1
0,0,5.19,1,1
1,0,5.21,1,1
0,0,1.51,2,1
0,1,0.52,11,1
0,0,1.02,2,1
0,1,0.52,1,1
1,0,5.04,4,1
0,0,5.29,4,1
0,0,1.92,1,1
1,0,5.29,4,1
0,0,0.69,1,1
1,0,0.86,1,1
1,0,0.69,4,1
1,0,0.69,4,1
0,0,0.94,3,1
0,0,1.21,1,1
1,0,0.69,39,1
1,0,1.62,1,1
0,0,1.62,1,1
0,0,0.86,1,1
1,0,0.44,5,1
1,0,5.21,2,1
1,0,0.44,2,1
0,1,0.69,1,1
1,1,0.69,1,1
1,0,0.69,9,1
1,0,5.37,1,1
0,0,4.66,31,1
0,1,0.52,4,1
0,0,2.14,3,1
1,0,2.51,1,1
0,0,2.14,1,1
0,0,4.66,1,1
1,0,1.69,2,1
0,0,2.51,1,1
0,0,2.71,1,1
1,0,1.29,1,1
1,0,5.29,1,1
0,0,2.21,1,1
0,0,2.21,1,1
0,0,2.14,1,1
1,0,3.04,1,1
0,0,1.29,2,1
1,0,5.37,4,1
0,0,4.01,2,0
1,0,2.36,2,0
1,0,0.86,1,0
0,0,1.29,5,0
1,0,1.77,1,0
1,0,1.92,1,0
0,0,1.92,2,0
1,0,1.77,5,0
1,0,1.51,2,0
0,0,0.36,4,0
1,0,0.86,1,0
0,0,1.02,3,0
1,0,1.51,2,0
0,0,1.51,4,0
0,0,5.37,2,0
0,0,5.37,1,0
0,0,5.37,1,0
1,0,5.37,2,0
0,0,5.37,2,0
0,0,5.37,3,0
0,0,5.37,2,0
1,0,5.37,9,0
0,0,5.37,2,0
0,0,5.37,6,0
1,0,5.37,1,0
1,0,5.37,1,0
1,0,5.37,10,0
1,0,5.37,1,0
0,0,5.37,1,0
1,0,5.37,1,0
1,0,5.37,2,0
1,0,0.77,5,1
1,0,0.77,2,1
1,0,0.69,1,1
1,0,0.77,1,1
1,0,0.77,1,1
0,0,5.29,1,1
0,0,5.29,2,1
1,0,5.29,2,1
1,0,5.29,4,1
1,0,0.77,1,1
1,0,5.29,2,1
0,0,5.29,10,1
1,0,5.29,1,1
1,0,4.66,2,1
0,0,1.02,1,1
0,1,0.77,17,1
0,0,4.96,1,1
0,0,1.02,4,1
1,0,1.51,2,1
1,0,5.04,2,1
0,0,5.21,8,1
1,0,0.52,2,1
0,0,4.14,1,1
0,0,1.51,4,1
0,0,1.86,2,1
0,0,1.02,1,1
1,0,1.29,2,1
0,0,0.69,2,1
1,0,1.02,2,1
1,0,1.02,2,1
0,0,0.52,1,1
0,0,0.69,2,1
1,0,1.02,1,1
1,0,0.44,2,1
0,0,0.44,4,1
0,0,0.36,1,1
1,0,0.36,1,1
1,0,0.94,2,1
0,0,1.11,2,1
1,0,1.21,4,1
1,0,2.27,1,1
0,1,2.59,1,1
1,0,0.94,1,1
1,0,0.44,4,1
0,0,0.44,1,1
1,0,0.94,1,1
1,3,0.44,4,1
0,0,0.44,2,1
1,0,1.62,2,1
1,0,0.69,2,1
0,0,1.62,2,1
1,0,4.84,8,1
0,0,1.86,1,1
1,0,3.92,2,1
1,1,0.69,3,1
0,0,1.62,2,1
1,0,4.96,17,1
1,0,5.21,3,1
0,0,2.44,1,1
1,0,0.69,10,1
1,0,0.69,2,1
0,0,2.44,1,1
0,0,2.11,4,1
1,0,2.47,4,1
1,0,1.82,1,1
0,0,1.84,2,1
0,0,2.47,2,1
0,0,2.47,1,1
1,0,0.74,2,1
1,0,2.47,1,1
0,0,5.01,2,1
1,0,1.47,2,1
1,0,1.42,2,1
0,0,0.69,5,1
0,0,0.44,23,1
0,0,5.21,1,1
0,0,1.21,1,1
0,0,5.21,9,1
1,0,0.69,1,1
1,0,0.94,5,1
1,0,0.69,4,1
0,0,0.94,1,1
1,0,0.69,4,1
0,0,5.21,3,1
0,0,4.47,1,1
0,0,5.21,2,1
1,0,5.21,5,1
0,0,5.21,1,1
0,0,4.47,2,1
0,0,5.21,1,1
0,0,5.21,1,1
1,0,4.96,2,1
1,0,3.87,5,1
1,0,1.62,25,1
1,0,0.69,1,1
1,0,1.42,2,1
0,0,0.77,8,1
1,0,0.77,1,1
0,0,5.21,1,1
1,0,2.06,2,1
1,0,2.59,4,1
0,0,1.11,1,1
1,0,4.96,5,1
1,0,0.61,1,1
0,0,1.42,1,1
1,1,5.21,57,1
0,0,5.21,1,1
1,0,2.59,5,1
0,0,0.44,1,1
0,0,0.86,1,1
1,0,5.17,8,1
1,0,0.44,1,1
1,0,0.52,1,1
0,0,0.86,1,1
1,0,1.36,1,1
0,0,2.41,2,1
0,0,0.52,2,1
1,0,0.52,4,1
0,0,0.61,1,1
0,2,1.36,1,1
0,0,0.36,2,1
1,0,1.36,2,1
0,0,1.36,3,1
1,0,1.99,1,1
0,1,4.84,4,1
0,0,5.21,1,1
1,0,0.86,1,1
1,0,1.36,1,1
0,0,1.59,1,1
0,1,5.37,1,1
1,0,0.86,1,1
0,0,0.61,1,1
0,0,5.12,1,1
1,0,0.86,2,1
0,0,5.17,1,1
1,0,5.21,3,1
1,0,0.86,1,1
1,0,0.36,2,1
1,0,5.29,1,1
1,0,5.04,2,1
1,0,1.29,1,1
0,1,5.29,1,1
0,2,0.36,1,1
1,0,0.77,4,1
0,0,5.29,19,1
1,0,4.66,1,1
1,0,5.29,3,1
0,0,5.12,1,1
0,0,5.29,1,1
0,0,5.21,1,1
0,0,5.29,10,1
1,0,5.29,10,1
1,0,4.66,1,1
0,0,4.66,3,1
1,0,5.29,1,1
1,0,4.14,1,1
1,0,0.52,1,1
1,0,0.52,1,1
0,1,1.92,1,1
0,0,1.02,3,1
0,0,0.77,1,1
0,0,1.69,1,1
1,0,1.59,1,1
1,0,1.02,1,1
0,0,2.36,1,1
0,1,0.94,2,1
0,0,1.02,5,1
1,0,5.04,5,1
1,0,0.52,1,1
1,0,0.52,0,1
1,0,5.29,1,1
1,0,0.52,1,1
1,0,4.84,1,1
0,0,2.36,3,1
0,0,0.52,2,1
1,0,4.66,4,1
0,0,5.21,1,1
1,0,4.84,1,1
0,0,4.14,8,1
0,0,4.47,1,1
0,0,5.21,3,1
1,0,0.52,1,1
0,0,3.46,1,1
1,0,5.09,6,1
1,0,3.46,2,1
1,0,1.07,1,1
0,0,5.09,2,1
0,0,4.21,2,1
1,0,1.07,4,1
0,0,5.09,10,1
1,1,4.46,5,1
0,0,4.46,55,1
1,0,2.69,2,1
0,0,5.09,1,1
0,1,4.21,10,1
1,0,4.77,2,1
0,1,4.21,1,1
1,0,4.21,1,1
0,1,5.09,4,1
1,0,1.97,8,1
0,0,4.77,3,1
0,1,1.56,1,1
0,0,2.44,3,1
0,0,5.21,60,1
0,0,2.44,2,1
0,0,2.44,10,1
0,0,1.62,2,1
1,0,1.42,1,1
1,0,1.21,1,1
0,0,1.86,1,1
1,0,0.69,1,1
1,0,5.21,1,1
1,0,5.21,2,1
0,0,4.47,3,1
0,0,4.31,2,1
0,0,4.31,5,1
1,0,5.21,4,1
1,1,0.44,2,1
0,0,2.06,1,1
0,0,0.94,4,1
0,0,0.94,1,1
0,0,4.47,1,1
1,0,5.21,7,1
1,0,4.17,2,1
1,0,0.94,4,1
0,0,1.21,1,1
1,0,2.06,1,1
1,0,0.52,4,1
1,0,1.02,1,1
0,0,1.02,1,1
1,0,1.02,2,1
1,0,0.52,1,1
1,0,5.04,2,1
1,0,0.52,9,1
0,0,5.21,2,1
0,0,4.49,3,1
1,0,4.66,2,1
1,0,5.04,36,1
1,0,5.04,1,1
1,0,4.84,3,1
1,0,3.19,4,1
0,0,1.51,11,1
1,0,0.52,1,1
1,0,4.66,2,1
1,1,5.04,1,1
1,0,4.87,3,1
1,0,4.87,1,1
1,0,4.87,2,1
0,0,4.47,2,1
1,0,0.69,1,1
1,0,1.21,1,1
1,0,3.52,1,1
1,0,5.21,5,1
1,0,0.69,1,1
1,0,0.52,1,1
1,0,0.52,1,1
1,0,0.69,1,1
0,0,5.37,2,1
1,0,0.69,4,1
1,0,0.77,1,1
1,0,0.77,1,1
1,0,0.69,2,1
0,0,0.69,1,1
1,0,5.21,1,1
1,0,0.61,3,1
1,0,1.62,4,1
0,0,5.21,52,1
1,0,0.69,2,1
1,0,1.62,1,1
0,0,1.21,4,1
1,0,4.59,1,1
1,0,5.37,1,1
1,0,5.31,4,1
0,0,0.37,1,1
0,0,1.12,2,1
0,0,4.87,8,1
0,0,0.37,1,1
0,0,4.14,4,1
1,0,4.87,4,1
1,0,0.37,2,1
1,0,1.22,2,1
1,0,5.21,1,1
1,0,0.52,1,1
1,0,5.29,7,1
1,0,0.52,1,1
0,0,5.21,19,1
1,0,0.52,3,1
1,0,0.52,4,1
0,0,0.52,5,1
0,0,1.21,1,1
0,0,0.52,1,1
1,0,0.69,1,1
1,0,1.51,3,1
1,0,0.52,2,1
1,0,0.61,1,1
0,0,0.94,1,1
0,0,0.86,1,1
0,2,5.29,1,1
0,0,1.02,7,1
1,0,0.61,3,1
0,0,3.31,1,1
1,0,1.42,4,1
1,0,1.69,1,1
1,0,5.29,2,1
0,0,0.77,2,1
1,0,0.81,1,1
0,0,1.31,1,1
1,0,4.34,1,1
1,0,0.56,5,1
0,0,0.81,1,1
0,0,1.06,8,1
1,0,5.16,1,1
0,0,5.32,1,1
1,0,0.44,1,1
1,0,0.69,4,1
1,0,0.69,4,1
1,0,0.52,1,1
1,0,0.69,1,1
1,0,5.21,10,1
1,0,1.02,2,1
0,0,0.69,5,1
0,0,1.21,1,1
1,0,3.89,0,1
0,0,4.47,2,1
1,0,0.44,21,1
1,0,4.96,3,1
0,0,1.21,1,1
1,0,0.44,1,1
0,0,5.21,14,1
1,0,0.69,3,1
0,0,0.86,2,1
0,0,3.82,2,1
0,0,0.61,1,1
1,0,0.52,8,1
1,0,0.52,3,1
0,0,0.44,3,1
1,0,5.29,1,1
0,0,5.29,1,1
1,0,5.29,1,1
1,1,0.77,9,1
1,0,0.77,1,1
1,0,5.29,2,1
0,1,5.29,1,1
1,0,0.44,1,1
0,0,5.29,4,1
0,0,5.29,1,1
1,0,5.21,1,1
0,0,5.29,13,1
0,0,0.69,5,1
1,0,0.52,2,1
1,0,0.69,8,1
1,0,0.44,1,1
1,0,4.31,5,1
1,0,4.47,2,1
1,0,1.42,1,1
1,0,1.42,1,1
0,0,3.87,2,1
0,0,4.96,3,1
1,0,4.96,9,1
1,0,5.21,18,1
1,0,3.87,15,1
1,0,5.21,5,1
0,0,5.29,4,1
1,0,0.69,2,1
1,0,0.69,1,1
0,0,0.94,1,1
1,0,1.11,5,1
0,1,2.27,1,1
0,0,1.21,1,1
1,0,0.69,1,1
1,0,0.69,4,1
0,0,0.94,3,1
0,0,0.69,2,1
1,0,1.42,1,1
0,0,0.69,4,1
1,0,0.94,4,1
1,0,1.42,1,1
0,0,1.62,2,1
0,0,4.96,4,1
0,0,4.47,4,1
0,0,1.21,1,1
1,0,1.21,1,1
0,0,4.96,1,1
1,0,1.62,1,1
0,0,1.21,2,1
1,0,1.21,1,1
1,0,4.47,1,1
1,0,5.21,1,1
1,0,4.66,1,1
1,0,4.47,1,1
1,0,1.99,2,1
0,0,5.14,5,1
1,0,2.41,1,1
1,0,0.61,1,1
1,0,2.36,1,1
0,0,4.31,2,1
1,0,0.36,2,1
0,0,2.41,2,1
0,0,5.12,15,1
0,0,0.77,1,1
0,0,0.52,7,1
1,0,5.12,4,1
1,0,0.52,3,1
1,0,0.77,4,1
1,0,4.66,8,1
1,0,0.61,3,1
0,0,0.77,1,1
1,0,4.66,19,1
0,0,4.96,54,1
1,1,0.52,1,1
0,0,0.52,5,1
0,0,5.29,3,1
1,0,5.29,1,1
1,0,0.44,1,1
0,0,5.29,1,1
1,0,0.94,5,1
0,0,0.44,4,1
1,0,5.29,5,1
0,1,0.61,19,1
0,0,5.29,9,1
1,0,5.04,3,1
1,0,0.69,1,1
1,0,5.04,2,1
1,0,0.86,3,1
0,0,5.21,4,1
1,0,0.94,9,1
1,0,4.96,3,1
1,0,5.21,9,1
0,0,4.84,4,1
1,0,1.21,1,1
0,0,0.69,1,1
0,0,4.47,3,1
0,0,0.94,1,1
1,0,0.36,2,1
0,0,5.29,8,1
0,0,0.69,1,1
1,0,5.21,1,1
1,0,5.21,1,1
1,0,0.36,3,1
1,0,4.89,8,1
1,0,4.84,4,1
0,0,1.11,4,1
0,1,5.04,3,1
1,0,0.36,4,1
1,0,0.36,8,1
1,0,5.21,5,1
1,0,5.12,3,1
1,0,0.86,5,1
0,0,4.84,56,1
0,0,4.84,15,1
1,0,0.36,3,1
1,0,5.12,10,1
1,0,0.86,66,1
1,0,4.84,1,1
0,0,1.36,1,1
1,0,5.04,3,1
1,0,0.69,4,1
1,0,1.77,1,0
1,0,1.36,1,0
1,0,2.56,2,0
0,0,1.36,1,0
1,0,1.77,4,0
1,0,1.36,5,0
1,0,1.36,4,0
0,0,1.69,1,0
1,0,0.61,3,0
1,0,0.86,4,0
0,0,1.36,1,0
0,0,1.29,6,0
1,0,2.21,2,0
0,0,1.77,1,0
0,0,0.36,1,0
0,0,5.12,5,0
1,1,1.77,2,0
1,0,1.36,1,0
1,0,1.11,1,0
